Position(function_name='main', line_start=40, column_start=10, line_end=40, column_end=29)
Position(function_name='_ZN8solidity8frontend18ReferencesResolver5visitERKNS0_10IdentifierE', line_start=136, column_start=6, line_end=136, column_end=26)
Position(function_name='_ZN8solidity8frontend18ReferencesResolver5visitERKNS0_10IdentifierE', line_start=142, column_start=7, line_end=142, column_end=27)
Position(function_name='_ZN8solidity8frontend18ReferencesResolver5visitERKNS0_10IdentifierE', line_start=151, column_start=11, line_end=151, column_end=35)
Position(function_name='_ZN8solidity8frontend18ReferencesResolver5visitERKNS0_6ReturnE', line_start=249, column_start=50, line_end=249, column_end=78)
Position(function_name='_ZN8solidity3yul16nativeLocationOfINS0_18FunctionDefinitionEEENS_8langutil14SourceLocationERKT_', line_start=130, column_start=9, line_end=130, column_end=24)
Position(function_name='_ZN8solidity3yul16originLocationOfINS0_18FunctionDefinitionEEENS_8langutil14SourceLocationERKT_', line_start=142, column_start=9, line_end=142, column_end=24)
Position(function_name='_ZpLIN8solidity3yul17NameWithDebugDataEKSt6vectorIS2_SaIS2_EEERS3_IT_SaIS7_EESA_RT0_', line_start=47, column_start=20, line_end=47, column_end=21)
Position(function_name='_ZN8solidity3yul16nativeLocationOfINS0_17NameWithDebugDataEEENS_8langutil14SourceLocationERKT_', line_start=130, column_start=9, line_end=130, column_end=24)
Position(function_name='_ZN8solidity3yul16originLocationOfINS0_17NameWithDebugDataEEENS_8langutil14SourceLocationERKT_', line_start=142, column_start=9, line_end=142, column_end=24)
Position(function_name='_ZN8solidity3yul16originLocationOfINS0_10IdentifierEEENS_8langutil14SourceLocationERKT_', line_start=142, column_start=9, line_end=142, column_end=24)
Position(function_name='_ZN8solidity3yul11AsmAnalyzerC2ERNS0_15AsmAnalysisInfoERNS_8langutil13ErrorReporterERKNS0_7DialectESt8functionIFbRKNS0_10IdentifierENS0_17IdentifierContextEbEENS0_6Object9StructureE', line_start=73, column_start=25, line_end=73, column_end=35)
Position(function_name='_ZN8solidity8frontend6Scoper9visitNodeERKNS0_7ASTNodeE', line_start=48, column_start=18, line_end=48, column_end=26)
Position(function_name='_ZN8solidity8frontend6Scoper9visitNodeERKNS0_7ASTNodeE', line_start=53, column_start=6, line_end=53, column_end=46)
Position(function_name='_ZN8solidity8frontend6Scoper12endVisitNodeERKNS0_7ASTNodeE', line_start=60, column_start=6, line_end=60, column_end=46)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_10AssignmentE', line_start=100, column_start=6, line_end=100, column_end=45)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_10AssignmentE', line_start=100, column_start=49, line_end=100, column_end=88)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_10AssignmentE', line_start=75, column_start=9, line_end=75, column_end=19)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_18FunctionDefinitionE', line_start=121, column_start=6, line_end=121, column_end=31)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer8endVisitERKNS0_18FunctionDefinitionE', line_start=132, column_start=6, line_end=132, column_end=23)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer8endVisitERKNS0_18FunctionDefinitionE', line_start=132, column_start=27, line_end=132, column_end=74)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer8endVisitERKNS0_18FunctionDefinitionE', line_start=133, column_start=23, line_end=133, column_end=24)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer8endVisitERKNS0_18FunctionDefinitionE', line_start=134, column_start=8, line_end=134, column_end=23)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer8endVisitERKNS0_18FunctionDefinitionE', line_start=136, column_start=9, line_end=136, column_end=55)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_10IdentifierE', line_start=154, column_start=6, line_end=154, column_end=23)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_10IdentifierE', line_start=155, column_start=12, line_end=155, column_end=15)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_10IdentifierE', line_start=158, column_start=8, line_end=158, column_end=30)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_19VariableDeclarationE', line_start=166, column_start=6, line_end=166, column_end=23)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_19VariableDeclarationE', line_start=169, column_start=7, line_end=169, column_end=29)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_19VariableDeclarationE', line_start=174, column_start=6, line_end=174, column_end=33)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_19VariableDeclarationE', line_start=174, column_start=37, line_end=174, column_end=108)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_19VariableDeclarationE', line_start=175, column_start=12, line_end=175, column_end=19)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_19VariableDeclarationE', line_start=176, column_start=25, line_end=176, column_end=26)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_6ReturnE', line_start=193, column_start=6, line_end=193, column_end=23)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_6ReturnE', line_start=193, column_start=27, line_end=193, column_end=47)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_6ReturnE', line_start=194, column_start=23, line_end=194, column_end=24)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_6ReturnE', line_start=195, column_start=8, line_end=195, column_end=28)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_19ExpressionStatementE', line_start=202, column_start=6, line_end=202, column_end=50)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12MemberAccessE', line_start=263, column_start=6, line_end=263, column_end=19)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12MemberAccessE', line_start=266, column_start=10, line_end=266, column_end=14)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12MemberAccessE', line_start=268, column_start=13, line_end=268, column_end=15)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12MemberAccessE', line_start=270, column_start=9, line_end=270, column_end=29)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12MemberAccessE', line_start=279, column_start=18, line_end=279, column_end=23)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12MemberAccessE', line_start=281, column_start=9, line_end=281, column_end=40)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_15BinaryOperationE', line_start=315, column_start=3, line_end=315, column_end=52)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12FunctionCallE', line_start=332, column_start=6, line_end=332, column_end=72)
Position(function_name='_ZN8solidity8frontend14StaticAnalyzer5visitERKNS0_12FunctionCallE', line_start=349, column_start=4, line_end=349, column_end=21)
Position(function_name='StaticAnalyzer.cpp:_ZZN8solidity8frontend14StaticAnalyzer28checkDoubleStorageAssignmentERKNS0_10AssignmentEENK3$_0clIS5_EEvRKNS0_15TupleExpressionERKNS0_9TupleTypeET_', line_start=384, column_start=37, line_end=384, column_end=38)
Position(function_name='StaticAnalyzer.cpp:_ZZN8solidity8frontend14StaticAnalyzer28checkDoubleStorageAssignmentERKNS0_10AssignmentEENK3$_0clIS5_EEvRKNS0_15TupleExpressionERKNS0_9TupleTypeET_', line_start=386, column_start=29, line_end=386, column_end=32)
Position(function_name='StaticAnalyzer.cpp:_ZZN8solidity8frontend14StaticAnalyzer28checkDoubleStorageAssignmentERKNS0_10AssignmentEENK3$_0clIS5_EEvRKNS0_15TupleExpressionERKNS0_9TupleTypeET_', line_start=75, column_start=9, line_end=75, column_end=19)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker8endVisitERKNS0_10SourceUnitE', line_start=55, column_start=6, line_end=55, column_end=27)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker8endVisitERKNS0_10SourceUnitE', line_start=72, column_start=6, line_end=72, column_end=53)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker8endVisitERKNS0_18ModifierDefinitionE', line_start=185, column_start=6, line_end=185, column_end=31)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker5visitERKNS0_11IfStatementE', line_start=200, column_start=23, line_end=200, column_end=33)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker5visitERKNS0_7LiteralE', line_start=288, column_start=6, line_end=288, column_end=39)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker5visitERKNS0_7LiteralE', line_start=307, column_start=6, line_end=307, column_end=29)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker5visitERKNS0_18ContractDefinitionE', line_start=386, column_start=41, line_end=386, column_end=42)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker5visitERKNS0_18FunctionDefinitionE', line_start=446, column_start=6, line_end=446, column_end=18)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker5visitERKNS0_18FunctionDefinitionE', line_start=450, column_start=6, line_end=450, column_end=25)
Position(function_name='_ZN8solidity8frontend13SyntaxChecker5visitERKNS0_18FunctionDefinitionE', line_start=450, column_start=29, line_end=450, column_end=55)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=71, column_start=7, line_end=71, column_end=32)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=74, column_start=7, line_end=74, column_end=28)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=78, column_start=4, line_end=78, column_end=42)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=86, column_start=7, line_end=86, column_end=52)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=87, column_start=8, line_end=87, column_end=47)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=90, column_start=7, line_end=90, column_end=49)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=91, column_start=8, line_end=91, column_end=44)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=94, column_start=7, line_end=94, column_end=48)
Position(function_name='_ZN8solidity3yul20SideEffectsCollector17movableRelativeToERKNS0_11SideEffectsEb', line_start=95, column_start=30, line_end=95, column_end=65)
Position(function_name='_ZNK8solidity3yul20SideEffectsCollector12canBeRemovedEb', line_start=107, column_start=7, line_end=107, column_end=30)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18ContractDefinitionE', line_start=89, column_start=20, line_end=89, column_end=21)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_18ModifierDefinitionE', line_start=284, column_start=18, line_end=284, column_end=29)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=323, column_start=6, line_end=323, column_end=36)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=392, column_start=49, line_end=392, column_end=50)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=397, column_start=49, line_end=397, column_end=50)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=404, column_start=53, line_end=404, column_end=54)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=407, column_start=12, line_end=407, column_end=20)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=416, column_start=4, line_end=416, column_end=29)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=419, column_start=7, line_end=419, column_end=28)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=449, column_start=6, line_end=449, column_end=31)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_18FunctionDefinitionE', line_start=466, column_start=11, line_end=466, column_end=36)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=518, column_start=6, line_end=518, column_end=34)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=521, column_start=4, line_end=521, column_end=76)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=522, column_start=4, line_end=522, column_end=74)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=531, column_start=11, line_end=531, column_end=55)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=549, column_start=7, line_end=549, column_end=38)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=561, column_start=6, line_end=561, column_end=31)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=564, column_start=11, line_end=564, column_end=24)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=567, column_start=7, line_end=567, column_end=13)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=571, column_start=38, line_end=571, column_end=72)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=571, column_start=76, line_end=571, column_end=93)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=573, column_start=5, line_end=573, column_end=32)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=574, column_start=6, line_end=574, column_end=40)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=574, column_start=44, line_end=574, column_end=81)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=575, column_start=5, line_end=575, column_end=31)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_19VariableDeclarationE', line_start=576, column_start=8, line_end=576, column_end=29)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_16StructDefinitionE', line_start=597, column_start=25, line_end=597, column_end=26)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_16StructDefinitionE', line_start=75, column_start=9, line_end=75, column_end=19)
Position(function_name='_ZN8solidity8frontend11TypeChecker13visitManuallyERKNS0_18ModifierInvocationERKSt6vectorIPKNS0_18ContractDefinitionESaIS8_EE', line_start=611, column_start=3, line_end=611, column_end=24)
Position(function_name='_ZN8solidity8frontend11TypeChecker13visitManuallyERKNS0_18ModifierInvocationERKSt6vectorIPKNS0_18ContractDefinitionESaIS8_EE', line_start=612, column_start=45, line_end=612, column_end=46)
Position(function_name='_ZN8solidity8frontend11TypeChecker13visitManuallyERKNS0_18ModifierInvocationERKSt6vectorIPKNS0_18ContractDefinitionESaIS8_EE', line_start=620, column_start=11, line_end=620, column_end=23)
Position(function_name='_ZN8solidity8frontend11TypeChecker13visitManuallyERKNS0_18ModifierInvocationERKSt6vectorIPKNS0_18ContractDefinitionESaIS8_EE', line_start=623, column_start=19, line_end=623, column_end=35)
Position(function_name='_ZN8solidity8frontend11TypeChecker13visitManuallyERKNS0_18ModifierInvocationERKSt6vectorIPKNS0_18ContractDefinitionESaIS8_EE', line_start=624, column_start=8, line_end=624, column_end=25)
Position(function_name='_ZN8solidity8frontend11TypeChecker13visitManuallyERKNS0_18ModifierInvocationERKSt6vectorIPKNS0_18ContractDefinitionESaIS8_EE', line_start=672, column_start=21, line_end=672, column_end=41)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15EventDefinitionE', line_start=701, column_start=11, line_end=701, column_end=35)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_11IfStatementE', line_start=955, column_start=6, line_end=955, column_end=35)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12ForStatementE', line_start=1124, column_start=6, line_end=1124, column_end=46)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12ForStatementE', line_start=1126, column_start=6, line_end=1126, column_end=31)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12ForStatementE', line_start=1128, column_start=6, line_end=1128, column_end=36)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_6ReturnE', line_start=1149, column_start=22, line_end=1149, column_end=23)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_6ReturnE', line_start=1151, column_start=11, line_end=1151, column_end=20)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_13ArrayTypeNameE', line_start=75, column_start=9, line_end=75, column_end=19)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_28VariableDeclarationStatementE', line_start=1221, column_start=6, line_end=1221, column_end=32)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_28VariableDeclarationStatementE', line_start=1272, column_start=21, line_end=1272, column_end=70)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_28VariableDeclarationStatementE', line_start=1284, column_start=7, line_end=1284, column_end=14)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_19ExpressionStatementE', line_start=1339, column_start=11, line_end=1339, column_end=15)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_19ExpressionStatementE', line_start=1341, column_start=12, line_end=1341, column_end=20)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_11ConditionalE', line_start=1381, column_start=11, line_end=1381, column_end=19)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_11ConditionalE', line_start=1381, column_start=23, line_end=1381, column_end=32)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_11ConditionalE', line_start=1405, column_start=3, line_end=1405, column_end=48)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_11ConditionalE', line_start=1406, column_start=3, line_end=1406, column_end=53)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1423, column_start=18, line_end=1423, column_end=33)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1429, column_start=23, line_end=1429, column_end=32)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1429, column_start=36, line_end=1429, column_end=77)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1436, column_start=22, line_end=1436, column_end=86)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1437, column_start=8, line_end=1437, column_end=16)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1443, column_start=11, line_end=1443, column_end=27)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1443, column_start=31, line_end=1443, column_end=60)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1446, column_start=19, line_end=1446, column_end=29)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1447, column_start=20, line_end=1447, column_end=39)
Position(function_name='_ZN8solidity8frontend11TypeChecker25checkExpressionAssignmentERKNS0_4TypeERKNS0_10ExpressionE', line_start=1448, column_start=9, line_end=1448, column_end=47)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_10AssignmentE', line_start=1466, column_start=23, line_end=1466, column_end=32)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_10AssignmentE', line_start=1479, column_start=11, line_end=1479, column_end=60)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1511, column_start=6, line_end=1511, column_end=41)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1515, column_start=29, line_end=1515, column_end=30)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1516, column_start=8, line_end=1516, column_end=17)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1523, column_start=7, line_end=1523, column_end=29)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1536, column_start=22, line_end=1536, column_end=43)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1544, column_start=8, line_end=1544, column_end=53)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1553, column_start=8, line_end=1553, column_end=62)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1553, column_start=66, line_end=1553, column_end=87)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1569, column_start=8, line_end=1569, column_end=44)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_15TupleExpressionE', line_start=1594, column_start=8, line_end=1594, column_end=30)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=1609, column_start=26, line_end=1609, column_end=42)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=1609, column_start=46, line_end=1609, column_end=62)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=1610, column_start=6, line_end=1610, column_end=15)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=1632, column_start=6, line_end=1632, column_end=19)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=1671, column_start=3, line_end=1671, column_end=13)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=1672, column_start=3, line_end=1672, column_end=50)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=1673, column_start=4, line_end=1673, column_end=41)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_14UnaryOperationE', line_start=75, column_start=9, line_end=75, column_end=19)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1697, column_start=6, line_end=1697, column_end=19)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1736, column_start=3, line_end=1736, column_end=53)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1769, column_start=3, line_end=1769, column_end=51)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1775, column_start=6, line_end=1775, column_end=46)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1775, column_start=50, line_end=1775, column_end=93)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1796, column_start=48, line_end=1796, column_end=86)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1811, column_start=4, line_end=1811, column_end=53)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1812, column_start=4, line_end=1812, column_end=52)
Position(function_name='_ZN8solidity8frontend11TypeChecker8endVisitERKNS0_15BinaryOperationE', line_start=1813, column_start=4, line_end=1814, column_end=58)
Position(function_name='_ZN8solidity8frontend11TypeChecker44typeCheckTypeConversionAndRetrieveReturnTypeERKNS0_12FunctionCallE', line_start=1863, column_start=12, line_end=1863, column_end=16)
Position(function_name='_ZN8solidity8frontend11TypeChecker44typeCheckTypeConversionAndRetrieveReturnTypeERKNS0_12FunctionCallE', line_start=1866, column_start=7, line_end=1866, column_end=13)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2415, column_start=4, line_end=2415, column_end=15)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2496, column_start=6, line_end=2496, column_end=22)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2497, column_start=22, line_end=2497, column_end=44)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2558, column_start=21, line_end=2558, column_end=43)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2612, column_start=3, line_end=2612, column_end=56)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2613, column_start=3, line_end=2613, column_end=56)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2614, column_start=3, line_end=2614, column_end=53)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2615, column_start=3, line_end=2615, column_end=53)
Position(function_name='_ZN8solidity8frontend11TypeChecker30typeCheckFunctionGeneralChecksERKNS0_12FunctionCallEPKNS0_12FunctionTypeE', line_start=2617, column_start=6, line_end=2617, column_end=29)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2660, column_start=51, line_end=2660, column_end=52)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2663, column_start=7, line_end=2663, column_end=38)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2673, column_start=52, line_end=2673, column_end=53)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2693, column_start=2, line_end=2693, column_end=31)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2697, column_start=12, line_end=2697, column_end=24)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2699, column_start=8, line_end=2699, column_end=97)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2702, column_start=17, line_end=2702, column_end=27)
Position(function_name='_ZN8solidity8frontend11TypeChecker5visitERKNS0_12FunctionCallE', line_start=2708, column_start=4, line_end=2708, column_end=20)
